# $Id$
# $Rev$
# $LastChangedBy$
# $LastChangedDate$
#
# Query Description
# Type of request:                 Extract data from a table
# Name of the selected table:      meandata
# Restrict with the SQL clause:    (bt <= 15.5 and objtype='G' and logd25 between 1.0 and 2.5) 
# OR (objname in ('PGC008328', 'PGC008340', 'PGC008330'))
#
# Display the fields:              objname as NAME,al2000*15 as ra,de2000 as dec, logd25, logr25, pa, bt
# Order by:                        al2000
# Description of each column
# objname as NAME: ----- Object name
# al2000*15 as ra: ----- Right ascension (deg)
# de2000 as dec: ------- Declination (deg)
#  logd25: ------------- Log10 diameter (0.1 arcmin) at mu=25 mag/asec^2
#  logr25: ------------- Log10 major-minor axis ratio
#  pa: ----------------- Position Angle
#  bt: ----------------- Total B-band magnitude
#-----,---,----,-------,-------,---,---
# name, ra, dec, logd25, logr25, pa, bt
#-----,---,----,-------,-------,---,---
NGC6495,268.7113905,18.3267841,1.158,0.129,75,13.855
UGC11066,268.719159,71.5406293,1.093,0.273,10,15.432
PGC061105,268.8237915,26.3711111,1.075,0.09,63.5,14.916
UGC11045,268.837416,31.8471111,1.009,0.131,123.06,15.114
UGC11046,268.8807495,28.8277778,1.057,0.196,120.57,14.538
PGC061116,268.897134,18.9249005,1.099,0.252,124,14.884
NGC6521,268.95171,62.6120433,1.189,0.183,157.27,13.955
NGC6500,268.9991055,18.3382962,1.318,0.1,45.05,13.027
NGC6501,269.0154855,18.3731533,1.237,0.056,15,13.113
NGC6504,269.0236905,33.2083304,1.288,0.673,94.5,13.297
ESO139-041,269.0469225,-60.276553,1.129,0.382,177.8,14.341
PGC2308263,269.0601255,47.9862222,1.07,0.44,177.5,15.09
PGC061141,269.1461055,62.6169634,1.015,0.64,91,15.409
UGC11058,269.2292505,32.6365833,1.118,0.146,54.2,13.488
UGC11055,269.269626,12.2396845,1.034,0.151,106.23,14.342
UGC11060,269.294301,27.9614507,1.117,0.544,128,14.828
UGC11057,269.311968,12.1794254,1.291,0.38,88.99,13.696
NGC6536,269.3180415,64.9380556,1.058,0.092,124.5,14.238
NGC6515,269.354949,50.7280476,1.184,0.127,16.75,14.253
UGC11064,269.4209925,27.8346306,1.25,0,,14.404
ESO139-045,269.664834,-58.3716204,1.182,0.314,54.17,14.105
ESO182-001,269.6777745,-53.7997794,1.192,0.332,19.23,13.979
UGC11076,269.71575,34.0058611,1.04,0.341,65,14.741
UGC11074,269.7805125,7.1414568,1.15,0.367,146.95,15.122
NGC6532,269.808042,56.2317222,1.229,0.408,120.33,14.908
NGC6524,269.8112325,45.8868538,1.211,0.215,156,13.911
ESO139-047,269.847342,-58.1039384,1.04,0.104,142.65,14.897
NGC6509,269.8555425,6.2869924,1.16,0.066,104,13.32
NGC6483,269.878458,-63.6686389,1.263,0.091,117.29,12.999
NGC6513,269.8927395,24.8869375,1.035,0.146,31.51,14.642
NGC6542,269.9108085,61.3594069,1.14,0.533,96.8,13.923
PGC061237,269.918625,-63.6966944,1.069,0.239,68.67,14.62
UGC11088,269.9930655,44.8539622,1.038,0.395,12.41,15.242
UGC11082,270.022833,26.3665017,1.064,0.122,147,14.333
NGC6552,270.030417,66.6150833,1.026,0.16,103.25,14.544
UGC11086,270.0993165,28.7883409,1.032,0.638,35.6,14.943
ESO139-049,270.145815,-59.1364619,1.361,0.55,19.4,13.921
UGC11090,270.1798365,28.711903,1.045,0.115,18.63,14.741
UGC11099,270.280698,67.4259869,1.128,0.396,81,14.926
PGC061272,270.2955315,48.5306282,1.01,0.15,171,15.44
PGC061288,270.369549,-63.7477158,1.179,0.123,157,14.43
PGC061292,270.4165155,1.9076776,1.1,0.053,20,15.284
NGC6527,270.443178,19.7288082,1.171,0.117,145.55,14.893
PGC061298,270.4532175,45.3102357,1.02,0.36,132.5,15.208
UGC11093,270.4653195,6.9682963,1.477,0.741,3.43,14.463
PGC061305,270.509916,45.2904444,1.02,0.13,40,15.17
UGC11097,270.6033345,26.0413032,1.034,0.505,162.67,14.542
ESO102-023,270.641439,-63.3169556,1.155,0.734,74.43,15.3
NGC6492,270.7013175,-66.4305784,1.376,0.235,79.3,12.357
ESO139-051,270.745479,-58.0288727,1.095,0.259,15.45,14.96
ESO103-003,271.0451805,-63.5246241,1.079,0.407,,15.05
NGC6502,271.0570905,-65.4099634,1.145,0.056,45.19,13.635
ESO139-053,271.090374,-59.622503,1.037,0.31,82.33,14.658
PGC061359,271.0941885,7.2802764,1.043,0,,14.901
PGC276624,271.1052285,-69.8776944,1.02,0.21,157,15.14
UGC11104,271.160139,20.0970631,1.019,0.335,84.07,15.393
NGC6547,271.291638,25.2326656,1.213,0.45,134.01,14.21
NGC6560,271.3082505,46.8815278,1.05,0.267,62.22,14.159
NGC6549,271.456248,18.5379789,1.086,0.611,51.5,14.733
NGC6548,271.4967915,18.5871944,1.423,0.049,155,12.746
ESO044-025,271.6453965,-73.8836215,1.134,0.45,56.2,14.94
PGC061411,271.648167,61.594,1.02,0.22,30,15.43
ESO139-055,271.7528565,-57.7308743,1.273,0.218,5.2,13.688
UGC11124,271.8647085,35.5639992,1.348,0.033,,13.786
NGC6555,271.954914,17.604687,1.293,0.085,114.95,12.987
ESO140-002,271.9859235,-58.7185109,1.065,0.31,111.73,14.737
IC4688,272.0498085,11.7121619,1.114,0.138,174.1,14.628
IC4674,272.0543895,-62.3956595,1.195,0.344,87.17,14.93
ESO229-007,272.1238515,-52.1059465,1.079,0.489,40.25,14.93
PGC061457,272.192541,46.8336667,1.039,0.14,15.5,15.35
NGC6598,272.2332495,69.0678333,1.071,0.132,35.22,14.136
ESO140-004,272.2646805,-59.9864634,1.112,0.563,93.75,15.149
UGC11129,272.2951245,30.3268611,1.065,0.255,84.65,14.837
UGC11132,272.3589375,38.7943481,1.326,0.749,145.25,15.49
ESO182-004,272.377248,-52.5656191,1.114,0.118,112.22,14.287
PGC061485,272.593833,54.2251667,1.04,0.15,150,14.802
NGC6575,272.7393525,31.1159842,1.177,0.143,63.5,14.354
PGC061508,272.7433635,44.7678931,1.07,0.09,39,15.193
PGC061513,272.7714165,49.9091111,1.162,0.16,145.5,15.18
NGC6570,272.7805995,14.0929616,1.201,0.268,23.75,13.294
UGC11140,272.788914,39.1703308,1.309,0.756,31.5,15.395
UGC11149,272.79114,49.8644817,1.05,0.215,152.51,15.288
IC1279,272.814141,36.0078358,1.37,0.602,158.6,14.382
IC4679,272.851947,-56.254353,1.07,0.477,115.9,12.841
UGC11142,272.911032,25.6576403,1.159,0.73,14.22,15.32
ESO071-004,272.950419,-67.6392819,1.273,0.64,19.03,15.179
UGC11141,272.9521515,12.0886023,1.258,0.115,115,15.302
NGC6574,272.9633955,14.9815612,1.195,0.117,160,12.801
ESO140-006,273.0025665,-58.9753596,1.17,0.416,51.52,14.638
NGC6577,273.004005,21.4641722,1.09,0.063,179,13.738
UGC11151,273.023133,29.1531444,1.224,0.687,179.6,14.808
UGC11150,273.028947,25.5952665,1.097,0.642,6.86,15.431
PGC257054,273.0593745,-73.2515694,1.06,0.38,122.5,14.93
NGC6545,273.061458,-63.7761159,1.045,0.058,151.37,14.236
NGC6585,273.090714,39.6329573,1.304,0.652,50,13.494
NGC6579,273.1326105,21.4208089,1.06,0.17,33,14.277
UGC11155,273.1329585,25.4353611,1.068,0.174,42.5,15.436
ESO229-009,273.134055,-48.1546012,1.075,0.275,27.5,15.17
UGC11152,273.1346025,18.5991471,1.07,0.316,151.32,15.344
NGC6580,273.1405485,21.4260947,1.143,0.227,97.5,13.9
UGC11156,273.1542645,25.5367478,1.043,0.056,65,14.6
NGC6621,273.230292,68.3634444,1.332,0.39,142.5,13.414
UGC11162,273.2569845,29.6957307,1.066,0.336,109.41,15.237
UGC11163,273.3283335,33.8301111,1.031,0.05,,14.643
IC4680,273.373443,-64.4766811,1.206,0.494,71.69,13.894
NGC6586,273.4102965,21.0902407,1.06,0.289,104.25,14.538
IC4687,273.4157955,-57.7252348,1.06,0.194,51.2,14.375
NGC6587,273.462255,18.8251095,1.26,0,,13.74
UGC11168,273.498408,13.275848,1.081,0.145,88,14.134
UGC11173,273.512019,49.0441329,1.099,0.54,88.2,15.331
UGC11171,273.540084,30.6741389,1.098,0.389,150,14.731
ESO140-012,273.5704635,-60.0917262,1.372,0.33,135.84,13.53
PGC061621,273.577041,15.5046111,1.18,0,,15.034
PGC061626,273.6104445,10.0055356,1.001,0.262,60.5,15.414
IC4692,273.7081155,-58.693788,1.241,0.309,2.92,14.247
PGC061642,273.7623705,49.4261231,1.1,0.68,153.67,15.484
IC4694,273.861813,-58.2081272,1.446,0.585,18.91,13.76
NGC6599,273.9290895,24.9124324,1.089,0.031,,13.69
PGC061659,273.9294375,51.7872794,1.08,0.346,175,15.19
UGC11177,274.0111005,6.7468,1.079,0.042,,15.434
PGC061664,274.0392315,42.6562809,1.3,0.56,48.5,14.84
IC1286,274.059459,55.5910278,1.152,0.509,86,14.721
IC4682,274.107015,-71.5813472,1.345,0.165,140.36,13.22
ESO182-006,274.1376435,-52.9135306,1.006,0.357,143.16,14.807
ESO182-007,274.205868,-57.2268179,1.169,0.294,10.95,13.807
NGC6616,274.4212035,22.2384861,1.129,0.371,55,15.125
PGC061699,274.485546,30.6517385,1.015,0.412,118.93,14.419
UGC11194,274.4863815,26.7575265,1.199,0.231,108.5,14.313
UGC11197,274.5949995,21.2929444,1.019,0,,14.745
UGC11199,274.6213995,36.3203384,1.126,0.26,172.53,14.544
ESO182-010,274.6275,-54.6942778,1.233,0.251,34.33,13.66
NGC6615,274.6393425,13.2649621,1.136,0.196,169.75,14.475
UGC11208,274.662831,68.3516688,1.082,0.12,98,15.034
UGC11202,274.6632495,50.2775833,1.089,0.081,151.63,14.369
NGC6619,274.730067,23.6555562,1.14,0.193,103.5,14.258
UGC11198,274.746654,16.2494966,1.103,0.615,49.8,15.03
ESO280-009,274.8311865,-42.6309131,1.114,0.397,170.5,14.57
NGC6623,274.9286175,23.7096134,1.134,0.045,140.15,14.358
NGC6643,274.943166,74.5683889,1.521,0.309,37.17,11.757
IC4696,275.0746125,-64.7341396,1.372,0.499,74.49,13.481
ESO182-011,275.1527415,-52.9241129,1.004,0.441,106.15,15.19
IC4698,275.2495695,-63.3479849,1.242,0.819,38.68,15.32
NGC6557,275.352858,-76.5832891,1.14,0.177,76.68,13.99
UGC11213,275.413821,52.4480957,1.123,0.532,18.6,15.326
UGC11222,275.4850005,68.1287778,1.03,0.246,79.26,14.843
ESO182-012,275.499318,-52.9387518,1.243,0.84,16.95,14.963
NGC6636,275.5119015,66.616512,1.284,0.62,6.26,14.029
PGC061783,275.557542,27.5933729,1,0.3,143,15.372
ESO140-018,275.5693755,-61.87,1.114,0.288,33.75,14.73
NGC6438,275.5717515,-85.4020825,1.246,0.073,130.95,12.137
NGC6628,275.591292,23.4784722,1.183,0.225,88.75,14.716
ESO395-002,275.60994,-35.6778771,1.325,0.83,88,15.1
NGC6627,275.662047,15.6978607,1.03,0.046,74.5,14.345
NGC6438A,275.6702205,-85.4074474,1.536,0.404,47.5,12.58
UGC11214,275.721873,12.4293613,1.053,0.018,,15
ESO182-013,275.7229995,-56.4856389,1.137,0.112,,14.077
ESO045-003,275.740407,-76.6958765,1.15,0.505,164.5,15.22
IC4702,275.7659325,-59.2389336,1.219,0.144,155.31,14.004
PGC431822,275.798667,-53.2782222,1.11,0.25,62.5,14.98
UGC11225,275.836128,60.7560165,1.148,0.73,79.4,15.322
ESO045-004,275.8429185,-72.7389236,1.146,0.311,126.54,15.49
NGC6654,276.0313335,73.18325,1.464,0.116,4.95,12.813
IC4709,276.0809115,-56.3691852,1.069,0.299,4.97,14.42
NGC6651,276.082041,71.6018611,1.128,0.279,31.5,13.626
UGC11228,276.1930095,41.4926366,1.049,0.26,178,14.473
PGC061842,276.2028525,23.0666419,1.035,0.02,,14.803
NGC6632,276.2628315,27.5352872,1.381,0.316,155.5,12.964
NGC6614,276.27996,-63.2483117,1.216,0.114,69.24,13.802
PGC061855,276.315474,20.9130018,1.002,0.44,56.71,15.211
ESO103-019,276.466041,-63.3532403,1.151,0.566,9.48,14.908
PGC061873,276.5415225,23.3161095,1.081,0.43,179.5,14.99
UGC11245,276.738792,56.0876944,1.034,0.288,11.26,15.342
UGC11244,276.8072715,46.925517,1.084,0.52,144.12,15.234
UGC11237,276.8216205,24.8848051,1.06,0.39,109.79,15.338
PGC061899,276.891597,-61.0133231,1.086,0.235,61,15.44
NGC6635,276.9046665,14.8190278,1.057,0.046,5,14.405
ESO182-017,276.9664305,-53.2095797,1.162,0.589,50.07,14.468
IC4704,276.9737085,-71.6098056,1.432,0.134,164.97,13.089
UGC11270,277.0266255,78.75025,1.025,0.225,3.5,15.344
IC4705,277.042797,-71.6939166,1.237,0.228,52.9,13.439
PGC237369,277.074381,-77.1586722,1,0.05,,14.63
UGC11246,277.0995255,22.7367526,1.035,0.46,154,15.042
IC4710,277.1581665,-66.98225,1.543,0.068,,12.506
UGC11252,277.174917,48.2431944,1.003,0.402,162.67,14.848
ESO071-013,277.214739,-72.092146,1.165,0.044,,13.836
PGC166900,277.2489585,6.8076944,1.044,0.29,180,14.87
IC1288,277.343625,39.7133056,1.036,0.249,4.66,14.242
NGC6646,277.411416,39.8651111,1.172,0.08,66.5,13.591
PGC1404402,277.4333745,12.1385278,1.154,0.32,140.5,14.37
ESO395-010,277.4913735,-35.5146555,1.086,0.682,140,14.59
UGC11262,277.648971,42.6925907,1.136,0.381,50.6,15.424
PGC061971,277.664667,48.3075,1.037,0.28,14,15.203
NGC6667,277.6658745,67.9870278,1.274,0.252,98.76,13.599
IC4714,277.732209,-66.6517371,1.172,0.705,176.57,15.148
IC4712,277.778886,-71.6936656,1.298,0.229,61.1,13.008
UGC11265,277.895625,33.9373333,1.09,0.12,67.5,13.923
UGC11264,277.941858,31.0898505,1.031,0.363,55.5,15.143
ESO457-015,277.983327,-31.7952183,1.109,0.171,75,14.11
UGC11268,278.0289405,37.6134863,1.073,0.334,167.67,14.635
ESO140-023,278.1716805,-57.6708069,1.101,0.179,78.81,13.467
NGC6676,278.291571,66.9590257,1.176,0.608,140.83,15.217
IC4719,278.298147,-56.7321494,1.168,0.386,111.53,13.577
ESO281-005,278.3186595,-47.1851043,1.055,0.18,102.5,14.46
IC4717,278.3218065,-57.9757011,1.251,0.613,92.94,14.264
ESO183-003,278.331645,-55.772747,1.03,0.208,155.76,14.851
IC4720,278.386005,-58.4065782,1.439,0.496,160.03,13.373
PGC062034,278.4024585,48.2362778,1.012,0.13,138.5,15.211
IC4718,278.4589035,-60.1290474,1.223,0.318,116.27,13.798
IC1291,278.469042,49.2785556,1.125,0.066,,13.606
NGC6658,278.481696,22.8884135,1.175,0.781,5,12.851
NGC6662,278.546667,32.0645833,1.218,0.508,17.52,14.809
PGC1676439,278.574714,22.8076496,1.02,0.427,166,15.46
IC4721,278.6025195,-58.496498,1.724,0.508,148.02,12.371
IC4722,278.6313435,-57.7927737,1.216,0.158,46.63,13.608
NGC6660,278.6528565,22.9096401,1.291,0.238,143.34,13.352
PGC062073,278.6620995,32.5336,1.002,0.455,175,15.414
UGC11287,278.690355,47.0341597,1.159,0.118,1.72,15.377
NGC6689,278.7094635,70.5238708,1.517,0.556,170.5,13.053
UGC11285,278.8094115,22.4991494,1.119,0.496,41,15.227
PGC494254,278.8584135,-47.8847187,1.08,0.25,64.5,14.84
ESO281-012,278.8899645,-46.9434042,1.085,0.133,50.67,15.04
UGC11289,278.9479485,22.4706476,1.101,0.21,0.98,15.03
PGC062106,278.994204,51.4587294,1.086,0.227,87.5,15.267
UGC11291,279.018795,30.8395404,1.183,0.634,114.67,15.316
UGC11298,279.0857505,51.4665,1.127,0.284,101.68,13.656
ESO103-031,279.1352085,-62.8482778,1.066,0.3,87.33,15.22
ESO281-014,279.155076,-47.0542736,1.083,0.217,60,14.64
UGC11294,279.1553295,19.9212857,1.155,0.158,43.79,13.935
PGC062122,279.1652505,19.7292778,1.165,0.071,17.5,14.25
ESO103-029,279.2003745,-67.2436111,1.019,0.371,43.58,15.46
ESO071-016,279.201108,-71.6471526,1.12,0.582,79.76,15.478
ESO281-015,279.229923,-43.7632093,1.046,0.208,162.5,15.13
IC4726,279.244896,-62.8544165,1.053,0.137,18.63,14.74
NGC6687,279.3421245,59.643,1.098,0.124,46,14.831
NGC6671,279.3589815,26.4170734,1.143,0,,13.723
NGC6675,279.360393,40.0578336,1.116,0.145,131.3,13.33
UGC11304,279.3833145,36.8554349,1.032,0.358,124.03,14.543
UGC11303,279.3846,33.2809875,1.006,0.253,111.99,14.747
ESO140-031,279.4733745,-57.611,1.141,0.087,74.88,13.648
UGC11301,279.4770225,17.5339548,1.302,0.74,109.14,15.394
UGC11307,279.480426,27.793224,1.088,0.469,49.67,15.133
IC4727,279.4836465,-62.700625,1.093,0.054,114.5,14.068
IC4728,279.4875,-62.5308889,1.347,0.467,172.23,14.26
ESO103-035,279.5848605,-65.4274961,1.04,0.432,41.63,14.749
IC4734,279.606519,-57.4905288,1.118,0.238,101.07,14.22
3C386,279.6092475,17.1968066,1.023,0.14,115,14.944
NGC6674,279.641058,25.3750638,1.603,0.293,143.5,12.909
IC4736,279.665916,-57.8933004,1.109,0.119,99.11,14.61
UGC11311,279.6763245,37.0478944,1.113,0.492,131.25,15.449
IC4731,279.679041,-62.9429444,1.19,0.309,80.33,13.78
IC4730,279.7090215,-63.3499167,1.159,0.324,153.57,14.47
UGC11312,279.709041,37.9515,1.014,0.17,1.26,15.021
ESO071-018,279.7164585,-71.7891667,1.049,0.37,87.31,15.13
UGC11331,279.748125,73.6099707,1.12,0.118,30,15.327
ESO183-006,279.7896045,-57.4448611,1.048,0.339,11.07,14.72
NGC6691,279.8011575,55.6416701,1.166,0.028,,13.566
ESO395-015,279.817692,-33.1419895,1.083,0.8,67.33,14.91
UGC11313,279.8312685,38.9398322,1.08,0.589,24,15.434
NGC6654A,279.8548155,73.580134,1.324,0.68,59.38,13.49
IC4729,279.985041,-67.4256944,1.118,0.28,,13.297
ESO458-002,280.0621545,-30.7432443,1.037,0.555,75.5,13.82
UGC11315,280.082583,24.1999722,1.273,0.294,25,14.1
IC4738,280.111803,-61.9025072,1.097,0.305,145.83,15.26
PGC062236,280.1152095,23.8053764,1.056,0.163,165,15.497
ESO183-007,280.1402085,-55.0736806,1.073,0.263,82.79,14.281
ESO045-011,280.160922,-77.1578943,1.111,0.028,,14.17
NGC6688,280.1671665,36.2896111,1.214,0.012,,13.85
UGC11325,280.182282,36.1637154,1.26,0.638,132.6,14.502
UGC11320,280.2002655,23.6841658,1.274,0.841,89.25,15.379
UGC11329,280.2167505,45.2614444,1.011,0.301,21.5,15.447
ESO336-009,280.283091,-41.7949613,1.075,0.272,97.5,14.64
PGC062255,280.3120605,35.0484815,1.007,0.263,107.5,14.855
ESO103-045,280.3270665,-64.5274905,1.051,0.684,68.3,15.447
ESO103-046,280.35078,-64.0139485,1.062,0.063,95.24,14.44
ESO183-008,280.3868745,-54.7725694,1.119,0.467,110.54,15.07
UGC11326,280.396866,8.1386944,1.045,0.482,114.73,15
NGC6692,280.4248665,34.8437413,1.016,0.285,119.13,14.246
IC4741,280.430874,-63.9483137,1.156,0.202,30.48,13.801
IC4742,280.46886,-63.8621887,1.324,0.102,13.61,13.1
PGC062276,280.5212505,20.1414444,1.046,0.421,37.2,15.4
ESO336-011,280.5509625,-41.4404304,1.164,0.8,46,14.64
ESO230-006,280.551006,-49.7452645,1.115,0.036,,14.96
IC4745,280.6495005,-64.9429871,1.318,0.359,1.13,13.885
NGC6695,280.677945,40.3669948,1.082,0.254,12.99,14.234
ESO140-038,280.6887855,-61.4463592,1.088,0.081,170.71,14.409
IC4748,280.6914165,-64.0726528,1.003,0.06,94.69,14.34
IC4749,280.7060835,-63.2084722,1.08,0.075,57.11,14.3
IC4740,280.752459,-68.3599167,1.004,0.038,,15.3
IC4750,280.761159,-62.9714661,1.064,0.345,110.07,15.153
UGC11337,280.7978745,18.7275833,1.133,0.017,,15
ESO140-039,280.799409,-61.5671026,1.012,0.695,149.1,15.418
NGC6701,280.8017505,60.6533611,1.151,0.018,,12.821
ESO336-012,280.8134055,-41.4110107,1.199,0.019,,13.98
IC4751,280.8304305,-62.1122047,1.035,0.282,5.57,14.088
IC4761,280.981686,-52.8530202,1.188,0.159,,13.917
IC4757,280.982292,-57.1675139,1.174,0.359,57.45,14.58
IC4754,281.001042,-61.9901944,1.104,0.062,30.72,14.38
UGC11344,281.064216,24.1423267,1.285,0.302,162.79,14.697
ESO183-011,281.0885325,-56.7478143,1.158,0.773,9.03,15.15
NGC6653,281.1592275,-73.2637234,1.216,0.068,55.5,13.395
ESO140-043,281.224878,-62.3646984,1.334,0.424,167.56,14.638
IC4755,281.2547625,-63.6922109,1.153,0.65,95.5,15.15
ESO103-059,281.2555695,-63.5169868,1.198,0.854,154.9,15
NGC6673,281.276232,-62.2972267,1.415,0.256,27.26,12.528
NGC6697,281.3127045,25.5125786,1.074,0.097,65,14.464
NGC6700,281.518266,32.2794571,1.183,0.18,114.2,14.116
IC4758,281.576052,-65.756614,1.016,0.29,142.49,14.176
ESO230-011,281.596077,-52.1563866,1.098,0.651,154.59,15.1
PGC062391,281.715417,-63.3145278,1.21,0.19,51,14.01
ESO104-002,281.7241875,-63.3611667,1.029,0.511,27.47,15.121
ESO141-003,281.732481,-57.6950457,1.172,0.292,32,14.027
NGC6702,281.739939,45.7057799,1.216,0.063,57.52,13.232
IC4764,281.781657,-63.484441,1.153,0.541,126.27,14.787
ESO104-007,281.824959,-63.359391,1.36,0.276,65.37,13.8
IC4765,281.8254765,-63.3309433,1.579,0.126,121.21,12.351
NGC6703,281.8285245,45.5506042,1.385,0.009,,12.382
ESO336-016,281.845857,-41.7180328,1.632,0.394,162.33,14.61
ESO104-003,281.858208,-66.8319861,1.047,0.48,8.45,15.34
IC4766,281.89875,-63.2919444,1.089,0.448,110.07,14.984
ESO336-017,281.9153175,-39.3235915,1.019,0.264,134,15.16
IC4767,281.9237355,-63.405537,1.301,0.655,28.8,14.355
IC4769,281.9333145,-63.1569183,1.258,0.218,167.43,14.1
UGC11353,281.934135,23.3471542,1.06,0.656,152.75,14.938
UGC11355,281.9874975,22.942436,1.113,0.346,122.35,15.328
ESO183-012,282.031875,-53.5413889,1.111,0.37,174.13,15.34
IC4774,282.044172,-57.9357791,1.024,0.082,75.47,14.51
IC4771,282.0985065,-63.2474266,1.043,0.377,178.97,15.25
IC4775,282.109575,-57.1837891,1.178,0.642,16.93,14.74
ESO281-027,282.1195035,-44.0906471,1.035,0.333,99.33,14.7
NGC6684,282.241167,-65.1734444,1.622,0.151,29.49,11.31
NGC6711,282.253842,47.6578275,1.011,0.04,,13.712
PGC1588608,282.2550225,19.3311274,1.15,0.074,163.5,14.01
ESO231-001,282.259962,-51.265179,1.12,0.061,23.25,13.488
ESO183-016,282.492084,-55.1574722,1.169,0.677,59.8,15.21
IC4778,282.501348,-61.7194427,1.078,0.066,45.95,14.197
NGC6710,282.6425175,26.8381781,1.226,0.256,38.34,14.1
IC4773,282.8385825,-69.9257646,1.144,0.287,137.43,14.37
ESO183-019,282.8404155,-52.5896135,1.079,0.326,101.2,14.73
UGC11373,282.866673,58.0828086,1.019,0.343,147,14.745
UGC11368,282.8743755,26.48375,1.193,0.494,141.33,15.014
IC4783,282.889083,-58.8131111,1.062,0.097,59.33,14.59
UGC11369,282.907125,23.6348326,1.01,0.246,155.26,15.147
UGC11371,282.983817,26.4882903,1.2,0.449,44.67,15.413
PGC086291,282.997923,11.8760563,1.001,0.17,145.5,15.11
NGC6699,283.0084155,-57.3208626,1.241,0.007,,12.808
ESO281-031,283.0696335,-47.0076325,1.063,0.217,110.5,14.42
NGC6684A,283.0932825,-64.8322691,1.29,0.163,139.5,13.22
UGC11372,283.1379495,33.8294074,1.101,0.754,153.25,14.931
IC4784,283.2000075,-63.2596985,1.18,0.096,97.57,13.74
IC4785,283.2300915,-59.2553803,1.494,0.29,135.78,13.114
PGC062531,283.283862,57.2999503,1.03,0.288,165,15.005
ESO231-007,283.347273,-52.3914089,1.09,0.112,60.04,14.92
ESO336-021,283.5575385,-39.6097534,1.001,0.144,23.86,14.77
ESO396-007,283.5924885,-34.6113674,1.34,0.212,114.25,13.82
ESO025-002,283.667496,-78.8982351,1.052,0.03,,14.596
NGC6707,283.841607,-53.8185684,1.419,0.396,143.13,13.287
ESO141-011,283.858668,-57.7286534,1.027,0.51,116.58,15.38
PGC062561,283.886679,-61.4367964,1.05,0.1,149,14.45
NGC6708,283.8985335,-53.723509,1.064,0.131,163.3,13.408
IC4792,283.9240935,-56.4039262,1.135,0.649,155.35,15.06
PGC355645,283.9383555,-61.4017429,1.04,0.56,71,15.4
PGC062576,283.970691,39.9486556,1.009,0.198,35,15.411
ESO231-009,284.0101755,-49.9515644,1.013,0.36,62.82,14.439
IC4787,284.0172,-68.682164,1.029,0.048,170.14,14.59
IC4789,284.077041,-68.567,1.212,0.399,173.63,14.03
ESO337-002,284.082669,-40.9776194,1.224,0.166,172.65,13.72
ESO281-038,284.087511,-43.1467621,1.207,0.475,19.8,14.82
IC4796,284.1158745,-54.2138889,1.285,0.255,132.75,13.263
IC4797,284.1236955,-54.3058334,1.419,0.151,148.1,12.263
IC4790,284.1341145,-64.9288539,1.081,0.234,56.2,13.98
NGC6706,284.2126665,-63.1661609,1.231,0.345,124.08,14.026
IC4793,284.231403,-61.3998025,1.081,0.354,120.23,14.56
ESO183-030,284.2329045,-54.5455381,1.368,0.079,23.25,12.619
IC4794,284.290083,-62.0908889,1.171,0.275,19.15,14.157
PGC062613,284.4062505,38.0089444,1.02,0.08,82.5,13.642
ESO231-011,284.4173115,-47.5506962,1.266,0.521,1.53,14.059
PGC062616,284.453271,-69.7986944,1.235,0.284,179.3,15.31
ESO183-031,284.537166,-53.5866944,1.019,0.292,106.27,15.25
ESO396-009,284.574981,-35.2238776,1.027,0.234,19.95,14.73
IC4798,284.587068,-62.1184264,1.306,0.187,110.86,13.188
IC4800,284.6809845,-63.1391579,1.289,0.249,161.37,13.755
ESO104-026,284.712243,-63.6287599,1.021,0.184,36.06,15.17
IC4799,284.7358905,-63.9309254,1.19,0.178,44.19,14.109
ESO183-034,284.8786245,-54.3604722,1.213,0.42,100.5,14.22
PGC1580722,284.894961,19.1060232,1.12,0.189,142.5,14.51
IC4801,284.909958,-64.6751528,1.291,0.253,89.05,13.628
ESO337-006,284.913177,-41.7628563,1.268,0.5,29.6,13.96
NGC6750,285.150291,59.1666944,1.032,0.193,1.75,13.643
ESO231-014,285.1658745,-49.0992778,1.026,0.107,113.5,14.97
NGC6740,285.210333,28.7712222,1.036,0.155,31.36,15.5
NGC6721,285.2116875,-57.7594028,1.278,0.08,154.54,13.081
PGC062681,285.212421,-62.0616955,1.276,0.487,5,14.01
PGC062684,285.229866,-62.0620701,1,0.39,136.3,14.71
PGC062683,285.2626875,-53.971869,1.05,0.7,120.55,15.21
IC4804,285.2806875,-61.8333333,1.107,0.09,172.83,14.79
IC4808,285.281625,-45.3136667,1.355,0.417,42.89,12.946
NGC6718,285.369375,-66.1101667,1.171,0.299,171.45,14.17
IC4806,285.378063,-57.5320068,1.381,0.651,9.37,13.061
NGC6725,285.4858965,-53.8630611,1.423,0.705,40.46,13.345
IC4807,285.573723,-56.9311292,1.006,0.176,13.6,14.21
ESO396-016,285.646866,-36.3717851,1.4,0.046,60,14.93
UGC11393,285.689586,27.307433,1.158,0.126,53,15.5
IC4810,285.7487385,-56.1597013,1.606,0.998,135.25,13.243
NGC6719,285.781188,-68.5883611,1.22,0.298,108.68,13.5
ESO141-021,285.7814145,-60.4233382,1.094,0.196,147.77,14.157
ESO184-004,285.8982915,-53.1717222,1.043,0.145,80.29,14.63
